id,tracker,target,start_date,category,subject,thresholds,images,caption,links,status,end_date,description
42,Data Problems,IM FSAH8 S1 SH?,2020-11-23,Metadata,Metadata problems,lowAmp,/Users/ken/quarg/quarg_plots/2020-11-23/IM_FSAH8_SHE_PDF.png;;;;/Users/ken/quarg/quarg_plots/2020-11-23/IM_FSAH8_SHN_PDF.png;;;;/Users/ken/quarg/quarg_plots/2020-11-23/IM_FSAH8_SHZ_PDF.png,PDF showing mid-period noise dipping below the nlnm;;;;;;;;,,New,,"The noise spectra for the 3-component short-period sensor at this site show significant mid-period energy below the noise model, indicating that there may be a problem with the response. Also, azimuth and dip are undefined for the vertical channel.  "
19,Data Problems,IM SHEM - BH?,2020-11-05,Amplitudes,Noise on Broadband,hiAmp,/Users/ken/quarg/quarg_plots/2020-11-23/IM_SHEM_BHE_PDF.png;;;;/Users/ken/quarg/quarg_plots/2020-11-23/IM_SHEM_BHN_PDF.png;;;;/Users/ken/quarg/quarg_plots/2020-11-23/IM_SHEM_BHZ_PDF.png,Continued mass recenters are clear on all broadband components;;;;;;;;,,In Progress,,"Re-opening this ticket as the 'hiAmp' threshold was exceeded on 2020-11-15. While there continues to be elevated mid-period noise, threshold exceedance usually seems to be associated with mass recenters. There has been once a week for the last 2 weeks. I'll keep this ticket open and keep an eye on the mrcs going forward. Re-opened this ticket as there have been continued mass recenters that exceeded the hiamp threshold."
36,Data Problems,"IM FSAH3 I[3,4] HDF",2020-11-23,Amplitudes,Transient Noise,hiAmp,/Users/ken/quarg/quarg_plots/2020-11-23/IM_FSAH3_I3_HDF_PDF.png;;;;/Users/ken/quarg/quarg_plots/2020-11-23/FSA_noise2.png,"Example of noise present at many of the FSA infrasound elements on 23, 24, 27, and 28;;;;Waveforms showing transient noise recorded at several FSA sites on 2020-11-27",,New,,"These elements experienced transient noise on the 23, 34, 27, and 28. Similar noise was observed at other FSA infrasound sites on these days, so this is most likely associated with wind."
37,Data Problems,IM FSAH4 I[1-6] HDF,2020-11-23,Amplitudes,Transient Noise,hiAmp,/Users/ken/quarg/quarg_plots/2020-11-23/FSA_noise2.png,Waveforms showing transient noise recoded on several FSA sites on 2020-11-27,,New,,"Transient noise was visible on all infrasound elements of this station on the 23, 24, 27, and 28. The noise was apparent at several FSA sites at these times and is most likely associated with wind."
39,Data Problems,IM FSAH5 I1 HDF,2020-11-27,Amplitudes,Transient Noise,hiAmp,,,,New,,This element experienced transient noise on 2020-11-27. This noise was apparent at other FSA sites at this time and appears to be associated with a wind event.
38,Data Problems,IM FSAH6 I1 HDF,2020-11-27,Amplitudes,Transient Noise,hiAmp,,,,New,,This element broke the hiamp threshold on 2020-11-27. This appears associated with a wind event that was also apparent at other FSA sites.
41,Data Problems,"IM FSAH7 I[3,4] HDF",2020-11-27,Amplitudes,Transient Noise,hiAmp,,,,New,,Elements 3 and 4 exceeded the hiamp threshold on 2020-11-27. This noise was apparent at other FSA sites and is most likely associated with a noise event.
29,Data Problems,IM FSAH2 I[1-6] HDF,2020-11-09,Amplitudes,Transient Noise on Infrasound,hiAmp,/Users/ken/quarg/quarg_plots/2020-11-23/IM_FSAH2_I1_HDF_PDF.png;;;;/Users/ken/quarg/quarg_plots/2020-11-23/IM_FSAH2_I1_HDF_PDF2.png,High-frequency noise at the I1element on 2020-11-23;;;;High-frequency noise on the I1 element on 2020-11-27,,In Progress,,"All elements were noisy enough to break the hiamp threshold on the 23rd, 24th, 27th, and 28th. This noise appears transient and is likely associated with wind events."
40,Data Problems,"IM FSAH5 B1 BH[N,E]",2020-11-23,Metadata,Undefined Azimuth and Dip,horDip,/Users/ken/quarg/quarg_plots/2020-11-23/meta.png,Dip and azimuth are undefined for the broadband horizontal channels,,New,,Both the azimuth and dip are undefined for the horizontal channels of the FSAH5 broadband.
18,Support,IM NV?? - SH?,2020-11-02,Metadata,Noise characteristics at NVAR,hiAmp,/Users/ken/quarg/quarg_plots/IM.NV11..SHZ.D_2020-11-09_pct_above_nhnm.png;;;;/Users/ken/quarg/quarg_plots/NV11_PDF.png;;;;/Users/ken/quarg/quarg_plots/NV11_SHE_PDF.png;;;;/Users/ken/quarg/quarg_plots/NV11_SHN_PDF.png,Daily percent above noise model at NV11.SHZ for the reporting period;;;;PDF plot showing elevated noise at NV11.SHZ;;;;;;;;,,In Progress,,All short-periods seismometers of the NVAR array continue to exceed the 'hiAmp' threshold. Identified issues in our metadata. Ticket will remain open until these issues are addressed.
