id,tracker,target,start_date,category,subject,thresholds,images,caption,links,status,end_date,description
13,Data Problems,"IM I53[C,H]5 - ?DF",2020-11-03,Completeness,Gaps,gapsRatioGt12,,,,Resolved,2020-11-05,"There were large numbers of gaps on the infrasound at I53[H,C]5 between 2020-11-3 and 2020-11-05. These gaps were likely associated with ongoing maintenance avtivity."
12,Data Problems,"IM I53[C,H][1-8] - ?DF",2020-11-03,Completeness,Gaps,gapsRatioGt12,/Users/ken/quarg/quarg_plots/2020-11-23/IM.I53H1..BDF.D_2020-11-23_percent_availability.png;;;;/Users/ken/quarg/quarg_plots/2020-11-23/IM.I53H1..BDF.D_2020-11-23_num_gaps.png,Low-data availability towards the end of the reporting period at H1. All channels of the array exhibit a similar pattern;;;;Low data availability at I53 channels were associated with a single large gap for each day,,Closed,2020-12-08,There were large gaps for all channels of all elements on 2020-11-27 - 2020-11-29
14,Data Problems,"IM I53[H,C]6 - ?DF",2020-11-02,Completeness,Gaps,gapsRatioGt12,/Users/ken/quarg/quarg_plots/IM.I53H6..BDF.D_2020-11-02_num_gaps.png,,,Resolved,2020-11-04,"There were large numbers of gaps in the infrasound at I53[H,C]6 between 2020-11-02 and 2020-11-04. These gaps were likely associated with ongoing maintenance activities."
64,Data Problems,"IM I53[H,C]7 - ?DF",2020-12-16,Completeness,Gaps,,/Users/ken/quarg/quarg_plots/2020_12_14/IM.I53H7..BDF.D_2020-12-14_num_gaps.png;;;;/Users/jrcoffey/git/quarg/quarg_plots/2021_01_04/I53H7_HDF_num_gaps.png,Plot showing the large number of gaps on the H7 element on 2020-12-16 and 2020-12-17. The C7 element was also affected.;;;;Gaps period 2021-01-04,,In Progress,,"There were large numbers of gaps at the I53 H7 and C7 elements on 2020-12-16 and 2020-12-17.

Continue to see gaps for these elements reporting period 2021-01-04. Percent availability remains high."
16,Data Problems,IM I55H1 - BDF,2020-11-06,Completeness,Gaps,gapsRatioGt12,/Users/ken/quarg/quarg_plots/IM.I55H1..BDF.D_2020-11-02_num_gaps.png,,,Closed,2020-11-08,There were large numbers of gaps and overlaps at I55H1.BDF between 2020-11-06 and 2020-11-08. These gaps may be associated with ongoing maintenance activitites. Closing this ticket as gaps did not continue into the latest reporting period.
17,Data Problems,IM I55H2 - BDF,2020-11-06,Completeness,Gaps,gapsRatioGt12,,,,Closed,2020-11-08,There were large numbers of gaps and overlaps at IM.I55H2.BDF between 2020-11-06 and 2020-11-08. These gaps may be associated with ongoing maintenance activities. Closing this ticket as gaps did not continue into the latest reporting period.
21,Data Problems,IU PMSA 10 BH?,2020-11-02,Completeness,Gaps,gapsRatioGt12,/Users/ken/quarg/quarg_plots/IU.PMSA.10.BHZ.D_2020-11-02_num_gaps.png,,,Closed,2020-11-08,No gaps this reporting period.
22,Data Problems,US ELK 00 BH?,2020-11-02,Completeness,Gaps,gapsRatioGt12,/Users/ken/quarg/quarg_plots/ELK_comparison.png;;;;/Users/ken/quarg/quarg_plots/2020_11_16/US.ELK.00.BHZ.D_2020-11-16_num_gaps.png,Comparison of IRIS-downloaded vs WATC-downloaded waveforms for ELK.BHZ showing gaps in WATC data but not in IRIS;;;;Daily number of gaps on BHZ. Similar numbers for all components,,In Progress,,All broadband channels at US.ELK exhibit high numbers of gaps for the entire reporting period. The same data from the IRIS FDSN do not exhibit gaps. There appears to be a communication error at some point. Gaps continuing through the current reporting period.
1,Data Problems,"AV DLLH[1,2] - HDF",2020-11-08,Completeness,Gaps and Outage,"lowAmp, avgGaps, gapsRatioGt12",;;;;/Users/ken/quarg/quarg_plots/2020_12_14/AV.DLL.01.HDF.D_2020-12-14_num_gaps.png;;;;/Users/ken/quarg/quarg_plots/2020_12_14/AV.DLL.01.HDF.D_2020-12-14_percent_availability.png;;;;/Users/jrcoffey/git/quarg/figures/2020-12-21/AV.DLL.02.HDF.D_2020-12-21_percent_availability.png,;;;;Plot showing large numbers of gaps at the H1 element on 2020-12-16;;;;Large numbers of gaps on 2020-12-16 precipitated a drop in availability for the H1 and H2 elements;;;;Gaps on DLL02,,Closed,,"There were numerous gaps on elements 1 and 2 for the reporting period. Gaps and outages for elements 1 and 2 continued into this reporting period with large numbers of gaps occurring on 2020-12-16.

Gaps are continuing in reporting period 2020-12-21 with low data percentage availability (below 40 percent) for element 2 on 2020-12-23. 
Gaps Continuing into the new reporting period on these elements. There was also an array-wide outage on 2020-12-31, but this appears to be a distinct issue (see separate ticket)."
65,Data Problems,AV DLLH3 - HDF,2020-12-21,Completeness,Gaps and low availability DLL H3,"gapsRatioGt12, avgGaps, dead, lowAmp",/Users/jrcoffey/git/quarg/figures/2020-12-21/AV.DLL.03.HDF.D_2020-12-21_percent_availability.png,Gaps at DLL with low percentage availability on 2020-12-22.,,New,2020-12-28,DLL had gaps throughout the reporting period 2020-12-21 with a very low percentage of data availability on 2020-12-22.
70,Data Problems,IM I58H2 - BDF,2020-12-29,Amplitudes,High Noise,,/Users/ken/quarg/quarg_plots/2020_12_28/IM_I58H2_PDF.png;;;;/Users/ken/quarg/quarg_plots/2020_12_28/IM_I58H2_LWS.png,Elevated noise on 2020-12-29;;;;Wind speed at I58H2 showing wind event,,Closed,,This element was noisy on 2020-12-29. The other 3 elements exhibited noise but at lower amplitudes. This noise appears to be associated with a wind event.
68,Data Problems,IM FSAH4 I[4-6] HDF,2020-12-23,Amplitudes,High amplitudes,hiAmp,/Users/jrcoffey/git/quarg/figures/2020-12-21/IM.FSAH4.I4.HDF.png;;;;/Users/jrcoffey/git/quarg/figures/2020-12-21/IM.FSAH4.I5.HDF.png;;;;/Users/jrcoffey/git/quarg/figures/2020-12-21/IM.FSAH4.I6.HDF.png,High amp I4 ;;;;High amp I5;;;;High amp I6,,In Progress,2020-12-24,"High amplitudes were flagged for FSAH4.I[4-6]. Likely a wind event?
These elements continue to be noisy into the current reporting period. Keeping the ticket open and changing the status to ""In Progress""."
33,Data Problems,IM I59H[1-4] - BDF,2020-11-20,Completeness,Large gaps,gapsRatioGt12,/Users/ken/quarg/quarg_plots/2020-11-23/IM.I59H1..BDF.D_2020-11-23_percent_availability.png;;;;/Users/ken/quarg/quarg_plots/2020-11-23/IM.I59H1..BDF.D_2020-11-23_num_gaps.png,All elements experienced low availability on the 23 and 24;;;;,,Closed,2020-12-08,Large gaps and low data availability continued into this reporting period on all elements. There was low availability on 2020-11-23 and 2020-11-24.
35,Data Problems,IU SJG 10 BH?,2020-11-16,Completeness,Low Data Availability,gapsRatioGt12,/Users/ken/quarg/quarg_plots/2020-11-23/IU.SJG.10.BHZ.D_2020-11-23_percent_availability.png,Plot showing low availability during the 1st half of the reporting period,,Resolved,2020-12-08,Low availability for the San Juan broadband continued into this reporting period. Improved during the second half of the week.
66,Data Problems,"IM FSAH1 S1 SH[E,N,Z]",2020-12-21,Completeness,Low amplitude,"lowAmp, gapsRatioGt12",/Users/jrcoffey/git/quarg/figures/2020-12-21/IM.FSAH1.S1.SHE.png;;;;/Users/jrcoffey/git/quarg/figures/2020-12-21/IM.FSAH1.S1.SHN.png;;;;/Users/jrcoffey/git/quarg/figures/2020-12-21/IM.FSAH1.S1.SHZ.png,SHE spectra on 2020-12-21;;;;SHZ spectra on 2020-12-21;;;;,,Closed,2020-12-27,"Low amplitudes flagged for entire week 2020-12-21 to 2020-12-27.
"
9,Data Problems,IM FSAH2 M1 L??,2020-11-08,Amplitudes,Malfunctioning weather station at FSAH2.M1,,/Users/ken/quarg/quarg_plots/2020_11_16/FSAH2_met_wf.png;;;;/Users/jrcoffey/git/quarg/figures/2020-12-21/IM.FSAH2.M1.png,Waveform showing digitizer noise from the met channels;;;;M1 waveforms with sensitivities removed. Not flagged.,,In Progress,,"Continued dead channels for the met sensor at this station. 

Update: Not dead but continues to have issues. This was seen from manual inspection (quarg did not flag)."
55,Data Problems,"IM FSAH1 S1 SH[N,E]",2020-11-30,Metadata,Metada problem on shortperiod,horDip,/home/dq/quarg/quarg_plots/2020_11_30/FSAH1_SHH_meta.png,Figure showing undefined values on the short-period seismometer inventory,,Resolved,2020-12-21,The orientation is undefined of the short-period seismometer. Metadata has been updated for this sensor.
59,Data Problems,IU SJG 10 BH?,2020-11-30,Metadata,Metadata issue,"hiAmp, badResp",/Users/ken/quarg/quarg_plots/2020_12_14/IU_SJG_BH1_pdf.png;;;;/Users/jrcoffey/git/quarg/figures/2020-12-21/IU.SJG.10.BH1.png;;;;/Users/jrcoffey/git/quarg/figures/2020-12-21/IU.SJG.10.BH1_23.png,Broadband elevated noise continues;;;;High amplitude on BH1 on 2020-12-24;;;;Possible metadata issue (high amp not flagged) ,,In Progress,,"Metadata issue known from the start of this reporting period (but is seen in previous week). 

Continuing to see metadata issue for entire reporting period (2020-12-21 to 2020-12-27) for BH1 but only on partial period (2020-12-21 to 2020-12-25) on BH2. High amplitudes were flagged on 2020-12-24 for all channels (higher than seen on previous day).

Bad response continues to be flagged during 2021-01-04 reporting period but only for 2021-01-05 for BH2 and 2021-01-08 for BH2."
56,Data Problems,"IM FSAH2 B1 BH[N,E]",2020-11-30,Metadata,Metadata problem,horDip,,,,Resolved,2020-12-21,Orientation is undefined for broadband horizontal channels. Metadata has been updated for this station.
42,Data Problems,IM FSAH8 S1 SH?,2020-11-23,Metadata,Metadata problems,"zDip, lowAmp",/Users/ken/quarg/quarg_plots/2020-11-23/IM_FSAH8_SHE_PDF.png;;;;/Users/ken/quarg/quarg_plots/2020-11-23/IM_FSAH8_SHN_PDF.png;;;;/Users/ken/quarg/quarg_plots/2020-11-23/IM_FSAH8_SHZ_PDF.png,PDF showing mid-period noise dipping below the nlnm;;;;;;;;,,In Progress,,"The noise spectra for the 3-component short-period sensor at this site show significant mid-period energy below the noise model, indicating that there may be a problem with the response. Also, azimuth and dip are undefined for the vertical channel.  
The orientation data has been updated in GMP. We should be able to close this ticket next week."
71,Data Problems,US ELK 00 BHZ,2020-12-28,Amplitudes,Noise,,/Users/ken/quarg/quarg_plots/2020_12_28/US_ELK_BHZ_PDF_28.png;;;;/Users/ken/quarg/quarg_plots/2020_12_28/US_ELK_waveforms_28.png,Odd spectra from the BHZ channel on 2020-12-28 ;;;;Filtered waveforms showing large number of spikes on the vertical channel,,Closed,,There was elevated noise on the vertical channel of the ELK broadband on 2020-12-28. It appears to have gone back to normal by the end of the reporting period.
19,Data Problems,IM SHEM - BH?,2020-11-05,Amplitudes,Noise on Broadband,hiAmp,/home/dq/quarg/quarg_plots/2020_11_30/SHEM_BHZ_PDF.png;;;;/home/dq/quarg/quarg_plots/2020_12_7/pdf_IM.SHEM.BHN_2020-12-12_2020-12-13.png;;;;/Users/jrcoffey/git/quarg/figures/2020-12-21/IM.SHEM..BHN.png;;;;/Users/ken/quarg/quarg_plots/2020_12_28/IM_SHEM_BHZ_PDF.png,Continuing to see mass recenter and calibration change.;;;;Mass recentering continues;;;;;;;;MRC's continue,,Closed,,"Re-opening this ticket as the 'hiAmp' threshold was exceeded on 2020-11-15. While there continues to be elevated mid-period noise, threshold exceedance usually seems to be associated with mass recenters. There has been once a week for the last 2 weeks. I'll keep this ticket open and keep an eye on the mrcs going forward. Re-opened this ticket as there have been continued mass recenters that exceeded the hiamp threshold. SHEM did not break the hiAmp threshold this reporting period. However, because it has exhibited consistent mass recenters, I will leave this ticket open for at least one more week.

Update: Continue to see mass recenters on 2020-12-22 for BHN and BHZ. 
These continue into the current period."
34,Data Problems,IU PMSA 10 BH?,2020-11-17,Amplitudes,Noise on PMSA broadband,,/Users/ken/quarg/quarg_plots/2020_11_16/PMSA_BH_wf.png;;;;/Users/ken/quarg/quarg_plots/2020_11_16/PMSA_BHZ_PDF.png;;;;/Users/ken/quarg/quarg_plots/2020_11_16/PMSA_BH1_PDF.png;;;;/Users/ken/quarg/quarg_plots/2020_11_16/PMSA_BH2_PDF.png,Waveforms from 3-component broadband showing transient noise;;;;Clear mass-recenter signature on vertical channel;;;;Mass re-center and calibrations;;;;Calibrations on BH2 channel,,Closed,2020-11-23,"There were transient noise events on all 3 braodband channels on 2020-11-17 and 2020-11-18 that appear to be associated with calibrations and mass recenters. Also, elevated mid-period noise was evident for the rest of the reporting period. Although the worst noise appears to be transient, this ticket will remain open as we monitor noise characteristics. UPDATE: Closing this ticket as no noise thresholds were exceeded for this reporting period."
4,Data Problems,AV DLLH4 - HDF,2020-11-08,Completeness,Outage,gapsRatioGt12,;;;;/Users/ken/quarg/quarg_plots/AV.DLLH4..HDF.D_2020-11-09_percent_availability.png,;;;;Daily percent availability plot showing no outages for this station for the reporting period.,,Closed,2020-11-10,"After experiencing an outage last reporting period (2020-11-08), this station is back to 100% availability for the entire reporting period. This ticket is being closed."
5,Data Problems,AV DLLH5 - HDF,2020-11-08,Completeness,Outage,gapsRatioGt12,;;;;/Users/ken/quarg/quarg_plots/AV.DLLH5..HDF.D_2020-11-09_percent_availability.png,;;;;Daily percent availability showing full availability for the reporting period,,Closed,2020-11-10,"This station experienced no further outages for this reporting period, so the ticket is being closed."
6,Data Problems,AV DLLH6 - HDF,2020-11-08,Completeness,Outage,gapsRatioGt12,;;;;/Users/ken/quarg/quarg_plots/AV.DLLH6..HDF.D_2020-11-09_percent_availability.png,;;;;Daily percent availability showing full availability for the reporting period.,,Closed,2020-11-10,"This station experienced no outages for the current reporting period, so the ticket is being closed."
69,Data Problems,AV DLLH[1-6] - HDF,2020-12-31,Completeness,Outage,"avgGaps, gapsRatioGt12",/Users/ken/quarg/quarg_plots/2020_12_28/AV_DLLH1_percent_availability.png;;;;/Users/ken/quarg/quarg_plots/2020_12_28/AV_DLLH2_percent_availability.png;;;;/Users/ken/quarg/quarg_plots/2020_12_28/AV_DLLH3_percent_availability.png;;;;/Users/ken/quarg/quarg_plots/2020_12_28/AV_DLLH4_percent_availability.png;;;;/Users/ken/quarg/quarg_plots/2020_12_28/AV_DLLH5_percent_availability.png;;;;/Users/ken/quarg/quarg_plots/2020_12_28/AV_DLLH6_percent_availability.png,Plot of daily percent availability showing low availability on 2020-12-31;;;;;;;;;;;;;;;;;;;;,,Closed,,There was low data availabilty for all elements of DLL on 2020-12-31. Data appeared to be back by 2021-01-03.
32,Data Problems,IM FSAH[3-8] - ???,2020-11-14,Completeness,Outage,gapsRatioGt12,/Users/ken/quarg/quarg_plots/2020_11_16/FSAH3_I1_wf.png,Waveform at I1 showing extent of the outage at FSAH3,,Closed,2020-11-18,All channels of all elements of FSAH[3-8] experienced an outage from 2020-11-14 through 2020-11-17. Data came back late on 2020-11-18.
77,Data Problems,IM FSAH1 S1 SH[?],2021-01-04,Completeness,Outage at FSAH1.S1,"lowAmp, gapsRatioGt12",/Users/jrcoffey/git/quarg/quarg_plots/2021_01_04/FSAH1_S1_SHE_percent_availability.png,"Gap on SHE, similar for SHN and SHZ.",,New,2020-01-05,Outage on all channels at FSAH1.S1
61,Data Problems,"IM FSAH2 B1 BH[E,Z]",2020-12-08,Completeness,Outage at FSAH2.B1,gapsRatioGt12,/home/dq/quarg/quarg_plots/2020_12_7/IM.FSAH2.B1.BHE.D_2020-12-07_percent_availability.png,"Outage on 2020-12-08, element B1 channels BHE (same as BHZ)",,Closed,2020-12-08,Outage on element B1 (BHE and BHZ channels) on 2020-12-08.
76,Data Problems,IU QSPA 10 BH?,2021-01-04,Completeness,Outages at QSPA,,/Users/jrcoffey/git/quarg/quarg_plots/2021_01_04/QSPA_BHZ_percent_availability.png;;;;/Users/jrcoffey/git/quarg/quarg_plots/2021_01_04/QSPA_BH1_percent_availability.png;;;;/Users/jrcoffey/git/quarg/quarg_plots/2021_01_04/QSPA_BH2_percent_availability.png,BHZ ;;;;QSPA BH1;;;;QSPA BH2,,New,,Gaps and outages for entire reporting period at QSPA BH?. Outages not symmetrical for all elements.
10,Data Problems,"IM FSAH4 I[4,5,6] HDF",2020-11-08,Amplitudes,Spikes and noise,hiAmp,/Users/ken/quarg/quarg_plots/IM.FSAH4.l4_pdf.png,PDF plot showing high-frequency noise on the I4 infrasound element,,Closed,2020-11-16,"Element 5 flagged for noise and spikes last reporting period and elements 4, 5, and 6 were also noisy this period. I am combing the 3 elements into the same In progress ticket. Infrasound spectral metrics are limited to a single day for the current period, but there will be more information available next week. Closing this ticket as noise threshold were not exceeded for the new reporting period."
73,Data Problems,IM FSAH4 I5 HDF,2021-01-09,Amplitudes,Spikes at FSAH4.I5,nSpikes,/Users/jrcoffey/git/quarg/quarg_plots/2021_01_04/FSAH4_I5_num_spikes.png;;;;/Users/jrcoffey/git/quarg/quarg_plots/2021_01_04/FSAH4_I5_20210109_waveform.png,FSAH4.I5 spikes;;;;FSAH4.I5 waveform 2021-01-09,,New,2021-01-10,FSAH4.I5 flagged the nSpikes threshold during a wind event. Other elements that exceeded the high amp threshold did not exceed the nSpikes threshold.
72,Data Problems,IM FSAH2 I5 HDF,2021-01-09,Amplitudes,Spikes during likely wind event,nSpikes,/Users/jrcoffey/git/quarg/quarg_plots/2021_01_04/FSAH2_I5_num_spikes.png;;;;/Users/jrcoffey/git/quarg/quarg_plots/2021_01_04/FSAH2_I5_20210109_waveform.png,FSAH2.I5 spikes;;;;FSAH2.I5 waveform ,,New,2021-01-09,FSAH2.I5 exceeded nSpikes threshold on 2021-01-09 during wind event seen at other elements. Only element I5 exceeded nSpikes threshold; other elements that exceeded high amp thresholds due to wind had much fewer spikes.
67,Data Problems,"IM FSAH2 I[1,3-6] HDF",2021-01-09,Amplitudes,Transient Noise,hiAmp,/Users/jrcoffey/git/quarg/quarg_plots/2021_01_04/FSAH2_I1_20210109_pdf.png;;;;/Users/jrcoffey/git/quarg/quarg_plots/2021_01_04/FSAH2_I5_20210109_pdf.png,High amp I1;;;;High amp I5,,In Progress,2020-01-10,"Transient noise on FSAH2.I[4-6] on 2020-12-23. Possibly wind? 
High-frequency noise continues into the current reporting period. Now visible on all elements except for I2 (dead sensor). Adding elements 1 and 3 to ticket and changing status to ""in progress"".

High amplitudes continue for on 2021-01-09. Likely wind. "
36,Data Problems,"IM FSAH3 I[3,4] HDF",2020-11-23,Amplitudes,Transient Noise,hiAmp,/home/dq/quarg/quarg_plots/2020_11_30/FSAH3_I3_PDF.png;;;;/Users/jrcoffey/git/quarg/figures/2020-12-21/IM.FSAH3.I3.HDF.png;;;;/Users/jrcoffey/git/quarg/figures/2020-12-21/IM.FSAH3.I4.HDF.png;;;;/Users/ken/quarg/quarg_plots/2020_12_28/IM_FSAH3_I3_PDF.png,Spectra showing transient noise;;;;High amp I3 on 2020-12-23;;;;High amp on I4 on 2020-12-23;;;;Noise continuing into the latest reporting period,,In Progress,,"These elements continue to experience transient noise. Particularly on the 2020-11-30. No transient noise this period.

Elements continue to be flagged for high amplitudes on 2020-12-23.

Same issue continues into this reporting period.

Same Elements continue to be flagged on 2021-01-09 - 2021-01-10"
37,Data Problems,IM FSAH4 I[1-6] HDF,2020-11-23,Amplitudes,Transient Noise,hiAmp,/Users/ken/quarg/quarg_plots/2020-11-23/FSA_noise2.png,Waveforms showing transient noise recoded on several FSA sites on 2020-11-27,,In Progress,2021-01-10,"Transient noise was visible on all infrasound elements of this station on the 23, 24, 27, and 28. The noise was apparent at several FSA sites at these times and is most likely associated with wind. These channels continued to experience noise, particularly on 2020-11-30. These stations did not flag for noise this reporting period.

Continue to exceed high amp thresholds on 2021-01-06 (FSAH4.I[4-6]) and 2021-01-09 to 10 (FSAH4.I[1,3-6]). Likley wind."
39,Data Problems,IM FSAH5 I1 HDF,2020-11-27,Amplitudes,Transient Noise,hiAmp,,,,Closed,2020-12-16,This element experienced transient noise on 2020-11-27. This noise was apparent at other FSA sites at this time and appears to be associated with a wind event.
38,Data Problems,IM FSAH6 I1 HDF,2020-11-27,Amplitudes,Transient Noise,hiAmp,,,,Closed,2020-12-14,This element broke the hiamp threshold on 2020-11-27. This appears associated with a wind event that was also apparent at other FSA sites. This station did not flag for high noise during this reporting period.
41,Data Problems,"IM FSAH7 I[3,4] HDF",2020-11-27,Amplitudes,Transient Noise,hiAmp,;;;;/Users/ken/quarg/quarg_plots/2020_12_14/IM_FSAH7_I4_pdf.png;;;;/Users/ken/quarg/quarg_plots/2020_12_14/IM_FSAH7_I4_wf.png;;;;/Users/jrcoffey/git/quarg/figures/2020-12-21/IM.FSAH7.I4.HDF.png;;;;/Users/ken/quarg/quarg_plots/2020_12_28/IM_FSAH7_I4_PDF.png,;;;;Spectra showing elevated noise at high frequencies;;;;Waveform showing transient noise at the I4 element;;;;High amp spectra on 2020-12-23;;;;High-frequecy noise continuing into the current reporting period,,In Progress,,"Elements 3 and 4 exceeded the hiamp threshold on 2020-11-27. This noise was apparent at other FSA sites and is most likely associated with a wind event. Continued transient noise on 2020-12-15 and 2020-12-20.

High amplitudes continue on elements 3 and 4 on 2020-12-23 and on element 4 on 2020-12-24.

Noise continued into the current reporting period for these 2 elements.

High amplitude thresholds broken on 2021-01-06 and 2021-01-09 for FSAH7.I4. Likley wind event."
