id,tracker,target,start_date,category,subject,thresholds,images,caption,links,status,end_date,description
56,Data Problems,"IM FSAH2 B1 BH[N,E]",2020-11-30,Metadata,Metadata problem,,,,,In Progress,,Orientation is undefined for braodband horizontal channels
42,Data Problems,IM FSAH8 S1 SH?,2020-11-23,Metadata,Metadata problems,lowAmp,/Users/ken/quarg/quarg_plots/2020-11-23/IM_FSAH8_SHE_PDF.png;;;;/Users/ken/quarg/quarg_plots/2020-11-23/IM_FSAH8_SHN_PDF.png;;;;/Users/ken/quarg/quarg_plots/2020-11-23/IM_FSAH8_SHZ_PDF.png,PDF showing mid-period noise dipping below the nlnm;;;;;;;;,,In Progress,,"The noise spectra for the 3-component short-period sensor at this site show significant mid-period energy below the noise model, indicating that there may be a problem with the response. Also, azimuth and dip are undefined for the vertical channel.  "
19,Data Problems,IM SHEM - BH?,2020-11-05,Amplitudes,Noise on Broadband,hiAmp,/home/dq/quarg/quarg_plots/2020_11_30/SHEM_BHZ_PDF.png;;;;/home/dq/quarg/quarg_plots/2020_12_7/pdf_IM.SHEM.BHN_2020-12-12_2020-12-13.png,Continuing to see mass recenter and calibration change.;;;;Mass recentering continues,,In Progress,,"Re-opening this ticket as the 'hiAmp' threshold was exceeded on 2020-11-15. While there continues to be elevated mid-period noise, threshold exceedance usually seems to be associated with mass recenters. There has been once a week for the last 2 weeks. I'll keep this ticket open and keep an eye on the mrcs going forward. Re-opened this ticket as there have been continued mass recenters that exceeded the hiamp threshold."
34,Data Problems,IU PMSA 10 BH?,2020-11-17,Amplitudes,Noise on PMSA broadband,,/Users/ken/quarg/quarg_plots/2020_11_16/PMSA_BH_wf.png;;;;/Users/ken/quarg/quarg_plots/2020_11_16/PMSA_BHZ_PDF.png;;;;/Users/ken/quarg/quarg_plots/2020_11_16/PMSA_BH1_PDF.png;;;;/Users/ken/quarg/quarg_plots/2020_11_16/PMSA_BH2_PDF.png,Waveforms from 3-component broadband showing transient noise;;;;Clear mass-recenter signature on vertical channel;;;;Mass re-center and calibrations;;;;Calibrations on BH2 channel,,Closed,2020-11-23,"There were transient noise events on all 3 braodband channels on 2020-11-17 and 2020-11-18 that appear to be associated with calibrations and mass recenters. Also, elevated mid-period noise was evident for the rest of the reporting period. Although the worst noise appears to be transient, this ticket will remain open as we monitor noise characteristics. UPDATE: Closing this ticket as no noise thresholds were exceeded for this reporting period."
4,Data Problems,AV DLLH4 - HDF,2020-11-08,Completeness,Outage,gapsRatioGt12,;;;;/Users/ken/quarg/quarg_plots/AV.DLLH4..HDF.D_2020-11-09_percent_availability.png,;;;;Daily percent availability plot showing no outages for this station for the reporting period.,,Closed,2020-11-10,"After experiencing an outage last reporting period (2020-11-08), this station is back to 100% availability for the entire reporting period. This ticket is being closed."
5,Data Problems,AV DLLH5 - HDF,2020-11-08,Completeness,Outage,gapsRatioGt12,;;;;/Users/ken/quarg/quarg_plots/AV.DLLH5..HDF.D_2020-11-09_percent_availability.png,;;;;Daily percent availability showing full availability for the reporting period,,Closed,2020-11-10,"This station experienced no further outages for this reporting period, so the ticket is being closed."
6,Data Problems,AV DLLH6 - HDF,2020-11-08,Completeness,Outage,gapsRatioGt12,;;;;/Users/ken/quarg/quarg_plots/AV.DLLH6..HDF.D_2020-11-09_percent_availability.png,;;;;Daily percent availability showing full availability for the reporting period.,,Closed,2020-11-10,"This station experienced no outages for the current reporting period, so the ticket is being closed."
32,Data Problems,IM FSAH[3-8] - ???,2020-11-14,Completeness,Outage,gapsRatioGt12,/Users/ken/quarg/quarg_plots/2020_11_16/FSAH3_I1_wf.png,Waveform at I1 showing extent of the outage at FSAH3,,Closed,2020-11-18,All channels of all elements of FSAH[3-8] experienced an outage from 2020-11-14 through 2020-11-17. Data came back late on 2020-11-18.
61,Data Problems,"IM FSAH2 B1 BH[E,Z]",2020-12-08,Completeness,Outage at FSAH2.B1,gapsRatioGt12,/home/dq/quarg/quarg_plots/2020_12_7/IM.FSAH2.B1.BHE.D_2020-12-07_percent_availability.png,"Outage on 2020-12-08, element B1 channels BHE (same as BHZ)",,New,2020-12-08,Outage on element B1 (BHE and BHZ channels) on 2020-12-08.
10,Data Problems,"IM FSAH4 I[4,5,6] HDF",2020-11-08,Amplitudes,Spikes and noise,hiAmp,/Users/ken/quarg/quarg_plots/IM.FSAH4.l4_pdf.png,PDF plot showing high-frequency noise on the I4 infrasound element,,Closed,2020-11-16,"Element 5 flagged for noise and spikes last reporting period and elements 4, 5, and 6 were also noisy this period. I am combing the 3 elements into the same In progress ticket. Infrasound spectral metrics are limited to a single day for the current period, but there will be more information available next week. Closing this ticket as noise threshold were not exceeded for the new reporting period."
36,Data Problems,"IM FSAH3 I[3,4] HDF",2020-11-23,Amplitudes,Transient Noise,hiAmp,/home/dq/quarg/quarg_plots/2020_11_30/FSAH3_I3_PDF.png,Spectra showing transient noise,,In Progress,,These elements continue to experience transien noise. Particularly on the 2020-11-30.
37,Data Problems,IM FSAH4 I[1-6] HDF,2020-11-23,Amplitudes,Transient Noise,hiAmp,/Users/ken/quarg/quarg_plots/2020-11-23/FSA_noise2.png,Waveforms showing transient noise recoded on several FSA sites on 2020-11-27,,In Progress,,"Transient noise was visible on all infrasound elements of this station on the 23, 24, 27, and 28. The noise was apparent at several FSA sites at these times and is most likely associated with wind. These channels continued to experience noise, particularly on 2020-11-30."
39,Data Problems,IM FSAH5 I1 HDF,2020-11-27,Amplitudes,Transient Noise,hiAmp,,,,Closed,,This element experienced transient noise on 2020-11-27. This noise was apparent at other FSA sites at this time and appears to be associated with a wind event.
38,Data Problems,IM FSAH6 I1 HDF,2020-11-27,Amplitudes,Transient Noise,hiAmp,,,,In Progress,,This element broke the hiamp threshold on 2020-11-27. This appears associated with a wind event that was also apparent at other FSA sites.
41,Data Problems,"IM FSAH7 I[3,4] HDF",2020-11-27,Amplitudes,Transient Noise,hiAmp,,,,In Progress,,Elements 3 and 4 exceeded the hiamp threshold on 2020-11-27. This noise was apparent at other FSA sites and is most likely associated with a wind event. Sporadic transient noise in continuing into this reporting period.
29,Data Problems,IM FSAH2 I[1-6] HDF,2020-11-09,Amplitudes,Transient Noise on Infrasound,hiAmp,/home/dq/quarg/quarg_plots/2020_11_30/FSAH2_WF.png;;;;/home/dq/quarg/quarg_plots/2020_11_30/FSAH2_PDF.png;;;;/home/dq/quarg/quarg_plots/2020_12_7/FSAH2_2020-12-11_2020-12-12.png,Raw waveforms at FSAH2 showing that transient noise is present on all elements;;;;PDF showing noise at FSAH2;;;;Transient noise 2020-12-11,,In Progress,,All elements were noisy enough to break the hiamp threshold on the 2020-11-30 and 2020-12-02.  This noise appears transient and is likely associated with wind events.
40,Data Problems,"IM FSAH5 B1 BH[N,E]",2020-11-23,Metadata,Undefined Azimuth and Dip,horDip,/Users/ken/quarg/quarg_plots/2020-11-23/meta.png,Dip and azimuth are undefined for the broadband horizontal channels,,In Progress,,Both the azimuth and dip are undefined for the horizontal channels of the FSAH5 broadband.
