id,tracker,target,start_date,category,subject,thresholds,images,caption,links,status,end_date,description
70,Data Problems,IM I58H2 - BDF,2020-12-29,Amplitudes,High Noise,,/Users/ken/quarg/quarg_plots/2020_12_28/IM_I58H2_PDF.png;;;;/Users/ken/quarg/quarg_plots/2020_12_28/IM_I58H2_LWS.png,Elevated noise on 2020-12-29;;;;Wind speed at I58H2 showing wind event,,New,,This element was noisy on 2020-12-29. The other 3 elements exhibited noise but at lower amplitudes. This noise appears to be associated with a wind event.
68,Data Problems,IM FSAH4 I[4-6] HDF,2020-12-23,Amplitudes,High amplitudes,hiAmp,/Users/jrcoffey/git/quarg/figures/2020-12-21/IM.FSAH4.I4.HDF.png;;;;/Users/jrcoffey/git/quarg/figures/2020-12-21/IM.FSAH4.I5.HDF.png;;;;/Users/jrcoffey/git/quarg/figures/2020-12-21/IM.FSAH4.I6.HDF.png,High amp I4 ;;;;High amp I5;;;;High amp I6,,In Progress,2020-12-24,"High amplitudes were flagged for FSAH4.I[4-6]. Likely a wind event?
These elements continue to be noisy into the current reporting period. Keeping the ticket open and changing the status to ""In Progress""."
66,Data Problems,"IM FSAH1 S1 SH[E,N,Z]",2020-12-21,Completeness,Low amplitude,,/Users/jrcoffey/git/quarg/figures/2020-12-21/IM.FSAH1.S1.SHE.png;;;;/Users/jrcoffey/git/quarg/figures/2020-12-21/IM.FSAH1.S1.SHN.png;;;;/Users/jrcoffey/git/quarg/figures/2020-12-21/IM.FSAH1.S1.SHZ.png,SHE spectra on 2020-12-21;;;;SHZ spectra on 2020-12-21;;;;,,New,2020-12-27,Low amplitudes flagged for entire week 2020-12-21 to 2020-12-27
9,Data Problems,IM FSAH2 M1 L??,2020-11-08,Amplitudes,Malfunctioning weather station at FSAH2.M1,,/Users/ken/quarg/quarg_plots/2020_11_16/FSAH2_met_wf.png;;;;/Users/jrcoffey/git/quarg/figures/2020-12-21/IM.FSAH2.M1.png,Waveform showing digitizer noise from the met channels;;;;M1 waveforms with sensitivities removed. Not flagged.,,In Progress,,"Continued dead channels for the met sensor at this station. 

Update: Not dead but continues to have issues. This was seen from manual inspection (quarg did not flag)."
59,Data Problems,IU SJG 10 BH?,2020-11-30,Metadata,Metadata issue,"hiAmp, badResp",/Users/ken/quarg/quarg_plots/2020_12_14/IU_SJG_BH1_pdf.png;;;;/Users/jrcoffey/git/quarg/figures/2020-12-21/IU.SJG.10.BH1.png;;;;/Users/jrcoffey/git/quarg/figures/2020-12-21/IU.SJG.10.BH1_23.png,Broadband elevated noise continues;;;;High amplitude on BH1 on 2020-12-24;;;;Possible metadata issue (high amp not flagged) ,,In Progress,,"Metadata issue known from the start of this reporting period (but is seen in previous week). 

Continuing to see metadata issue for entire reporting period (2020-12-21 to 2020-12-27) for BH1 but only on partial period (2020-12-21 to 2020-12-25) on BH2. High amplitudes were flagged on 2020-12-24 for all channels (higher than seen on previous day)."
42,Data Problems,IM FSAH8 S1 SH?,2020-11-23,Metadata,Metadata problems,"zDip, lowAmp",/Users/ken/quarg/quarg_plots/2020-11-23/IM_FSAH8_SHE_PDF.png;;;;/Users/ken/quarg/quarg_plots/2020-11-23/IM_FSAH8_SHN_PDF.png;;;;/Users/ken/quarg/quarg_plots/2020-11-23/IM_FSAH8_SHZ_PDF.png,PDF showing mid-period noise dipping below the nlnm;;;;;;;;,,In Progress,,"The noise spectra for the 3-component short-period sensor at this site show significant mid-period energy below the noise model, indicating that there may be a problem with the response. Also, azimuth and dip are undefined for the vertical channel.  
The orientation data has been updated in GMP. We should be able to close this ticket next week."
71,Data Problems,US ELK 00 BHZ,2020-12-28,Amplitudes,Noise,,/Users/ken/quarg/quarg_plots/2020_12_28/US_ELK_BHZ_PDF_28.png;;;;/Users/ken/quarg/quarg_plots/2020_12_28/US_ELK_waveforms_28.png,Odd spectra from the BHZ channel on 2020-12-28 ;;;;Filtered waveforms showing large number of spikes on the vertical channel,,New,,There was elevated noise on the vertical channel of the ELK broadband on 2020-12-28. It appears to have gone back to normal by the end of the reporting period.
19,Data Problems,IM SHEM - BH?,2020-11-05,Amplitudes,Noise on Broadband,hiAmp,/home/dq/quarg/quarg_plots/2020_11_30/SHEM_BHZ_PDF.png;;;;/home/dq/quarg/quarg_plots/2020_12_7/pdf_IM.SHEM.BHN_2020-12-12_2020-12-13.png;;;;/Users/jrcoffey/git/quarg/figures/2020-12-21/IM.SHEM..BHN.png;;;;/Users/ken/quarg/quarg_plots/2020_12_28/IM_SHEM_BHZ_PDF.png,Continuing to see mass recenter and calibration change.;;;;Mass recentering continues;;;;;;;;MRC's continue,,In Progress,,"Re-opening this ticket as the 'hiAmp' threshold was exceeded on 2020-11-15. While there continues to be elevated mid-period noise, threshold exceedance usually seems to be associated with mass recenters. There has been once a week for the last 2 weeks. I'll keep this ticket open and keep an eye on the mrcs going forward. Re-opened this ticket as there have been continued mass recenters that exceeded the hiamp threshold. SHEM did not break the hiAmp threshold this reporting period. However, because it has exhibited consistent mass recenters, I will leave this ticket open for at least one more week.

Update: Continue to see mass recenters on 2020-12-22 for BHN and BHZ. 
These continue into the current period."
69,Data Problems,AV DLLH[1-6] - HDF,2020-12-31,Completeness,Outage,"avgGaps, gapsRatioGt12",/Users/ken/quarg/quarg_plots/2020_12_28/AV_DLLH1_percent_availability.png;;;;/Users/ken/quarg/quarg_plots/2020_12_28/AV_DLLH2_percent_availability.png;;;;/Users/ken/quarg/quarg_plots/2020_12_28/AV_DLLH3_percent_availability.png;;;;/Users/ken/quarg/quarg_plots/2020_12_28/AV_DLLH4_percent_availability.png;;;;/Users/ken/quarg/quarg_plots/2020_12_28/AV_DLLH5_percent_availability.png;;;;/Users/ken/quarg/quarg_plots/2020_12_28/AV_DLLH6_percent_availability.png,Plot of daily percent availability showing low availability on 2020-12-31;;;;;;;;;;;;;;;;;;;;,,New,,There was low data availabilty for all elements of DLL on 2020-12-31. Data appeared to be back by 2021-01-03.
67,Data Problems,"IM FSAH2 I[1,3-6] HDF",2020-12-23,Amplitudes,Transient Noise,hiAmp,/Users/jrcoffey/git/quarg/figures/2020-12-21/IM.FSAH2.I4.HDF.png;;;;/Users/jrcoffey/git/quarg/figures/2020-12-21/IM.FSAH2.I5.HDF.png;;;;/Users/jrcoffey/git/quarg/figures/2020-12-21/IM.FSAH2.I6.HDF.png;;;;/Users/ken/quarg/quarg_plots/2020_12_28/IM_FSAH2_I4_PDF.png,I5 high amplitude;;;;I5 high amplitude;;;;I6 high amplitude ;;;;PDF showing high-frequency noise continuing into the most recent reporting period,,In Progress,2020-12-23,"Transient noise on FSAH2.I[4-6] on 2020-12-23. Possibly wind? 
High-frequency noise continues into the current reporting period. Now visible on all elements except for I2 (dead sensor). Adding elements 1 and 3 to ticket and changing status to ""in progress""."
36,Data Problems,"IM FSAH3 I[3,4] HDF",2020-11-23,Amplitudes,Transient Noise,hiAmp,/home/dq/quarg/quarg_plots/2020_11_30/FSAH3_I3_PDF.png;;;;/Users/jrcoffey/git/quarg/figures/2020-12-21/IM.FSAH3.I3.HDF.png;;;;/Users/jrcoffey/git/quarg/figures/2020-12-21/IM.FSAH3.I4.HDF.png;;;;/Users/ken/quarg/quarg_plots/2020_12_28/IM_FSAH3_I3_PDF.png,Spectra showing transient noise;;;;High amp I3 on 2020-12-23;;;;High amp on I4 on 2020-12-23;;;;Noise continuing into the latest reporting period,,In Progress,,"These elements continue to experience transient noise. Particularly on the 2020-11-30. No transient noise this period.

Elements continue to be flagged for high amplitudes on 2020-12-23.

Same issue continues into this reporting period."
41,Data Problems,"IM FSAH7 I[3,4] HDF",2020-11-27,Amplitudes,Transient Noise,hiAmp,;;;;/Users/ken/quarg/quarg_plots/2020_12_14/IM_FSAH7_I4_pdf.png;;;;/Users/ken/quarg/quarg_plots/2020_12_14/IM_FSAH7_I4_wf.png;;;;/Users/jrcoffey/git/quarg/figures/2020-12-21/IM.FSAH7.I4.HDF.png;;;;/Users/ken/quarg/quarg_plots/2020_12_28/IM_FSAH7_I4_PDF.png,;;;;Spectra showing elevated noise at high frequencies;;;;Waveform showing transient noise at the I4 element;;;;High amp spectra on 2020-12-23;;;;High-frequecy noise continuing into the current reporting period,,In Progress,,"Elements 3 and 4 exceeded the hiamp threshold on 2020-11-27. This noise was apparent at other FSA sites and is most likely associated with a wind event. Continued transient noise on 2020-12-15 and 2020-12-20.

High amplitudes continue on elements 3 and 4 on 2020-12-23 and on element 4 on 2020-12-24.

Noise continued into the current reporting period for these 2 elements."
18,Support,IM NV?? - SH?,2020-11-02,Metadata,Noise characteristics at NVAR,hiAmp,/Users/ken/quarg/quarg_plots/IM.NV11..SHZ.D_2020-11-09_pct_above_nhnm.png;;;;/Users/ken/quarg/quarg_plots/NV11_PDF.png;;;;/Users/ken/quarg/quarg_plots/NV11_SHE_PDF.png;;;;/Users/ken/quarg/quarg_plots/NV11_SHN_PDF.png,Daily percent above noise model at NV11.SHZ for the reporting period;;;;PDF plot showing elevated noise at NV11.SHZ;;;;;;;;,,In Progress,,All short-periods seismometers of the NVAR array continue to exceed the 'hiAmp' threshold. Identified issues in our metadata. Ticket will remain open until these issues are addressed.
